Sentences,Langid
"ithu aandavarin thirumuzhukku vizhaavudan thodangi, saambal puthanukku munthinam mudivadaigirathu.",ta
Ivar kuronsu mattrum riya aagiya titangalin irandaavathu magan aavaar.,ta
"nijar arasiyalamaippinpadi, naattu makkal yaavarukkum madha sudhanthiram alikkappattulladhu.",ta
Purua suktham,ta
"intha sol Frenchilirundu irakumathiyanathu, angu athan porul subgrade, kattapatta thalam allathu ailveyin keel irukum ullarntha porul.",ta
Burmaavil varthagam seithu kondirundha oruvar viyaabaarathil nashtam yerpattathanaal than kudumbaththodu indhiyaavukkuth thirumbugiraar.,ta
"athan pinnar thirupooril nadaipettra koottathil arasu panigalilum, kalviyilum idavothukeetai amalpaduththa vendum endra korikkaiyai, congress katchi aangila arasukku valiyuruththa vendum enbathai meegathiviramaaga moniruthinaar.",ta
"Kurippaaga malaiyilum, paalaivanaththilum vaazhkirathu.",ta
ithu sudumannaalaana migap periya uruvamaagum.,ta
kunjanapalli,ta
Paravaigalin kaattrriyakkaviyal,ta
indha poatiyin mudhal aatta pagudhiyil 45 pandhugalai sandhitha ivar 44 oattangalai eduthu Ravichandra Ashwin pandhuveechil aattamizhandhar.,ta
united bank of indhiya,ta
Peraayar Vincent M Kansessow,ta
"Melappaalaiyaththil Keezhaappalaiyam, Meththamaar paalayam, Bazaar, Kodimaram, vaaykkal paalam, nattham.",ta
Ingku vazhangkappadum muchai kottai kuzhambai pothu makkal matrum paktharkal aavaludan thangkal veettirku eduththuselvar.,ta
Kadantha kaalam kaalaavathiyaana kaasolai nikazh kaalam kaiyil irukkum rokkappanam,ta
"anaathi karppini, yerpudaitthalukkum yerpudaiyaamaikkum samamaanathu, ulathendrum ilathendrarum koora mudiyaathathu, maarupaadugalukkuk kaaranamaanathu, aaraainthu niroobitthaal illaathathu,appadi niroobikkaathapozhuthu ullathu, adaiyaalam yethumillaathathu --ivvalavum sernthathuthaan maayai.",ta
"Ithan moolam, pathavikku varvabavarkal oru kuzhuvaaaga thaernthedukkappaattanar.",ta
"Ippanbu poochigal, paalootigal, eerudaligal, meengal, oorvana yenap perumpaalaana vilangkinagalil kaanappadugirana.",ta
"aloy - silicon vengala, inkonal, monal mattrum hestaloy",ta
rathinak kambalathil veetriruppaar.,ta
Hydesbes-sil ki.,ta
ivar enthavoru thervuth thuduppaattap pottiyilum kalanthu kollavillai.,ta
endrum avarathu thunai thamakku avasiyam enakkaruthinaargal.,ta
Russia naduvan paathukaappup padaiyinarin thaakkuthalil ivar kollappattathaaga Russia athikaarigal koorukinranar.,ta
Rajkumar avargal moolam iyattrappattathu.,ta
merku roma perarasu 5aam nootraandil veelchiyadainthathu.,ta
"yil ulla supreme court chambherindhu battymooril irukkum B&O railroad ""outter depot"" (ippodhu edhu B&O railroad museum) vukku oru thagavallai annuppinar.",ta
"Ithu poiyaaga irukkak koodaathaa, andru orunaal aguthai maarbil irumbuchchakkaram paaynthathu yendru pesikkondanare.",ta
Saravanan Meenatchi (Pagudhi 3) idhu Vijay Tv il pugazh petra saravanan meenatchi thodarin moonram baagam aagum.,ta
"Urundai thirandai, kichukichu thaambaalam, kulaikulaiyay munthirikka ivai pathinainthhu aandugalukku munbu varai graamamanthaigalilum; nagaraveethigalilum siruvar sirumiyargal kootamaaga vilaiyaadik kondirukkum Pothu nam kaathugal vazhiye ullaththaik kilariya sapthangal vilaiyaattukkal mattumalla namathu munnorgal kuzhanthaigalukku paguththu vazhangiulla vaazhviyal thiran mempaattu payirchigal.",ta
nasavin sevvaith tharaiyuviyana kiyoriyoositt thanadhu elyolisu moonsu endra thanadhu kadaisi illakkai adainthadhu. (kissmodo),ta
Athanaal paal kurainthathu pasukkalin sonthakkaarargal visaasarumar seiyum seyali veen yendru ninaiththanar.,ta
melum paadasaalai matrum palgalaikalakangalai serntha manavargal thamakkul karuthukkalinai parimatri kondu thamathu paadareethiyana santhekangalai theerthu kolla koodiya vasathium ullathu.,ta
ravisankar mattrum kalai kumar avargalaal eluthapattathu.,ta
1639 - Jeremya Horace enbavar muthan muthalaaga vellik kol sooriyanukkum boomikkum idaiyil selvathai avathaaniththaar.,ta
"irupinum, kudiyatchiyil, kudimakkale neradiyaga karuthu kanippu kori manu thakkuthal seyyalaam.",ta
"kodai uzhavinaal mannil vaazhum, payirgalil palveru noigal uruvaaguvatharku kaaranamaana poosanangalum, poosana vitthukkalum (pitthiyam, paottopthoraa) selavindri azhikkappadugindrana.",ta
payanpaduthukiraar enbathai avarukku theriyathapadi pathivu seikinrana.,ta
Palamiguntha kadavussollai payanpaduththuthal paathukaappaanathaagum.,ta
ivarathu sontha oor Thodupuzhaikadutha Kudayathoor.,ta
Aadal kalaiyil vallavaraana sivaperumaan aadiya thaandavangalul onbathu thaandavangalai vagaippaduththuvathu nava thaandavamagum.,ta
"thamadhu panniyin nimitham palveru uzhal ethirippu amaippgal, varumanavari thurai, naduvann vizhippunarvu aanayam pondra amaippugaludan orunaindhu seyalpata vendiulladhu.",ta
Ithu aasiriyargalin paraattukalaiyum vimarsanangalaiyum pettrullathu.,ta
pramma samajham,ta
"Ithupondra kurungkaala nerpayirgal, navarai, sornavaari, kaar kuruvai, mattrum pinthaaladi pondra pattangal (paruvangal) yettrathaaga koorappadugirathu.",ta
2013 aam aandil merkindhiyath theevugal thuduppatta anikku yethiraana pannaattu irupathu20 thodaril ivar arimugamaanar.,ta
mun rakkaigal irunda sethilgalaal paathikkappadugindrana matrum narambugal ilanjivappu niratthudan oralavirku ottappadugindrana.,ta
akkalakattathil neelamana noolgalai achyidhuvadariku adhiga porul selavazhika vendiya nilay nilaviyadhu.,ta
Perunkadal nagarvu-merkaththiya yellai neerodaiyaaga valaikuda odaiyin vivarippu,ta
"kiraamapurangalilum, vutpura paguthigalilum vaalum makkallin vaalkai tharathai mempaduthuvatharkku ayaraathu vulaiththa pirathamar endru pugalapadukindraar.",ta
Yettaam noottraandu nool.,ta
"ivarin thaayar elinora olive, ivar dublin ayarlaandil piranthaar.",ta
ivatrilirunthu unmaiyaana karuppu milagilirunthu varum vaasaiyae varugirathu.,ta
paal munaik kaambattra paal surappigal ullana.,ta
urangal thayaarippil karumbu payanaagirathu.,ta
Nainital vangi limited.,ta
Athaavathu ilangaiyin mathiya malainaatup paguthigalil idhiyavin thamizh naatilirundhu perunthottath thozhilaalargalagak konduvarappattuk kutiyettrappatta latchak kanakkana thozhilaalargalin vaakkurimaiyaip pariththu avargalai naadattravargal aakuvathil avargal vettripettraargal.,ta
"eninum, nilaippadangalil alavugal kaattappaduvathu illai.",ta
"Sooriyan, chandiran aagiya koollagalin iruppidangalin koottuthogai indha koonathinudaga adigarippatharkku adukkum nerathirkkuriya yogam ""Bramium"" aagum.",ta
"adhanai yettru konda aramandram madhiya, maanila arasu, mattrum ramanaadhapuram maavatta aatchiyar aagiyorukku badhil alikka utharavitulladhu.",ta
"Indhiya pakkaththilirundhu selp laa sella irandhu paathaigal ullana, ondru gangtaak vazhiyaaga mattrondru kalimbaang vazhiyaaga selkirathu.",ta
mu.335 vasantha kaalaththin pozhuthu ivar palvaeru padaiyeduppukalai nikazhththinaar.,ta
Melum ithu appothu nigazhntha pala periya porgalila ondraagum.,ta
"Do, Savidas matrum adhu ponru munmozhiyappatta pala uthigal adhanudaiya sondha adaiyalam kaanum iyandhiram moolamaagave seyalpaduginrana.",ta
BSA Gallegreen thodarbudaiya puratha nothi kudumbatthaich chernthathu. Ithanai munnirkkum surappiyin puravaniyizhaiya uyirinakkal surakkindrana.,ta
Ithanmoolam ovoru muzhuvennukkum thaniththathoru pagaak kaaranippaduththum murai ullathu yenbathaiyum uruthi seiyamudiyum.,ta
"lollu sabha nigalchiyaana tholaikaatchi thondargalaiyum, thiraipadangalaiyum pagadi (keli) seithu edukkapatta nigalchiyaaga irunthathu. 156 aththiyayangal olliparapaanathu.",ta
ivar Americavil peraasiriyaraaga paniyaatriya raasamogan gandhiyin thambi.,ta
750il perrasin merku paguthi thannaik kaleepagaththil irundhu viduviththuk kondu muthalaam Apth-ar-raguman thalaimaiyil korthobaa ameeragamaaga uruvaakiyathu.,ta
"matrumoru pirachanaiyaga pallikku unavu valanguvordamirunthu NHS matrum kappuruthi kulukkal ponra udalnilai thodaibana sevaigal valangum thannarva kulukkalukku thagaval veliyagum saathiyamullathaal, athu thaniyalargal smathuvamana sevaigalai payanpaduthum aatralil theengana vilaivugalai yerpaduthum.",ta
"gaaliyaaga irukkum kazhivaraigalai visaarippathu (aathaaram gaaliyaaga irukkirathaa yendru parisothikkum seyalpaadu), gaaliyaana kazhivaraigalin (aathaarangalin) yennikkaiyai meendum meendum kuripiduvathu, varisaiyil kaathiruppathu pondra seyarpaadugal mattra seyarpaadugalaal thontharavu seiyappadakkoodathu.",ta
Maharashtra manila kooturavu vangi ltd.,ta
Thiruththondar Thirunaamakkovai enbathu Sivagna Yogigal enbavaraal ezhuthappatta noolaagum.,ta
kiruthuvin irandaam varugai nerungi vittaddhu enbadhu ivargalin mukkiya kotpaadu aagum.,ta
sirappup payirchigal,ta
mannaga paarvai adigamaga vinnaga paarvi aanadhu.,ta
idhu saivasidhantham saathiram.,ta
"uyiriyal matrum krima vethiyalil carbon, hydrogen, nitrogen matrum oxygen agiya nangu pothuvaga ariyapatulla thanimangalum inainthu athiga nilaipputhanmaiyudan kaanapaduvaathu samasayanic amilam aagum.",ta
Erusalem kovilai kattiyezhuppumaaru makkalai thoonduvathe avarathu ore noekkamaaga irunthathu.,ta
Antha suththiyalkal meendum athanathan idaththirku varuvathan moolam antha urukku kambikalai thodarnthu athirvurachseykirathu.,ta
oozhalgalaal kuraindhadhu America$ 28 million sothuk kuvithathaagavum vazhakirundhadhu.,ta
Ithanaal vevveru vagaiyaana kattral soozhalgal thondrina.,ta
ivarin marumagal peyar Rajeshwari kalladan.,ta
"kalleeralil ivai Cryptosoittugalaaga urumaari, paalillaa inapperukkamuraiyaal aayirakkanakkaana nunniya Merosoittugalaaga ratthatthil kalanthu, sivappanukkalaith thaakkugindrana.",ta
Philippinesil kaasa noyaiyaip pokka payanpaduththukinranar.,ta
50 paagai celsius veppanilaiyil MuCholroFluroMethane munnilaiyil Bromine vaayuvudan Ozonai sertthum Bromine Eeroxidaith thayaarikkalaam.,ta
ivar dhindukkal maavattathai saarndhavar.,ta
"ivargl, ivanathu unmaiyaana peyar endrau ""sank rathu seya thaevathaa"" enum peyaraic suttikkaattugindranar.",ta
vaelai vaaiputh thittathaip patri aarainthu varainthu naduvanarasukku aliththavar.,ta
karuvariyai adutthulla Jagan Mohan pancharathap paaniyil kattappattulladhu.,ta
"Ulkattamaippu yendra sol, pinvarum vingji nirkira allathu thodarbudaiya karuththaakkaththudan avvappothu kuzhappikkollappadugirathu:",ta
Ivanukku pin ivanudaiya maganaana santhamugan aatchipeedam yerinaan.,ta
Ivai thavira siruvayathu pennai pothuvaaaga sirumi endrum thirumanam aagaaatha penkalai kanni endrum kurippathu undu.,ta
intha puthirukku nirai peyarvu nigazhmurai moolamaaga theervu kaanappada mudiyum.,ta
"Ivar piradhaana nadigaraa naditha sila thiraippadangal heralt & kumar ko du vait kaasil matrum tha nemsek aagum; National lamboons vaan vaildar. American dhesi, maalipoos most wanted aagiya thiraippadangalilum nadithaar.",ta
"idhan porul ""engal thandhai abraham"" enbadhaagum.",ta
aayinum aathithar thannudaiya pakthiyilirunthu thavaraamal sivaperumaanukku arpanikkum seyalai seythu vanthaar.,ta
ivar enthavoru thervuth thuduppaattap pottiyilum kalanthu kollavillai.,ta
Ithu vaaranthorum vellikkizamaiyil veliyaagirathu.,ta
melum aakraa maavatta makkalin kalviyarivu vigitham 69.44%.,ta
Thotta vadivamaippaalar,ta
"Pazhanimuthu oru indhiya arasiyalvaathiyum, thamizhnattin munaal sattamandra uruppinarum aavaar.",ta
aanaal sriramo vilayattuthanamagave irukiraan.,ta
intha vattaaththin keel 111 varuvaai kiraamangal vullana.,ta
"Thavil - em venkatesh subramaniyan, kaviraj, S sundar, purushothaman",ta
ambikaikku soundari endra peyarum undu.,ta
"Unmaiyil, intha paguthiyil vazakkamaagach sellum kappalgal mattrum vimaanagalin yennikkaiyaik karuththil kondu paarththaal kaanaamal ponathaagak koorappadum yennikkai oppeettalavil migak kuraivaanathaagum.",ta
"Oru plaakking semaphore yenbathu, poojjiyaththil thuvakkapdum.",ta
ivai periya udalamaipirkaga ariyapadukindrana.,ta
"semmai,sirumai,seimai,theemai,vemmai,pudhumai,menmai,maenmai,thinnmai,unnmai,nunnmai,vennmai,karumai,ponmai,pasumai,perumai,anniyai,nanmai,thannmai,pazhamai,vanmai,keezhmai,noimai,inmai,parumai iavi pondra chorkalil ulla eettrezhutthu kedudhalum,siru,peru pondra chorkalil idaiyil amaittha idai ugaram aanadhu e ena maaruvadhum,nilaimozhiyil mudhalezhutthuk kuril nedilaavadhum,mudhalezhutthil amaittha a endra ezhutthu i ena maaruvadhum, than ottrezhutthe thondruvadhum,varumozhikku mun nindra mellainame veru oru melinamaga maaruvadhum,vallinatthukku inamaana ing,in,inn,im,in aagiya ezhutthukkal thondruvadhum,sila vagai yil or ezhutthu kedutthum pannbu peyarp punnarchikku iyalpaagum.",ta
moolakoorugalin muthukelumbaga pasuppoyesuthargal uruvaginrana.,ta
irukkumidathil.,ta
"irudhiyaga, tham oru thathuvavathi alladhu adhigari enbadhai vidavum oru sirandha mudhalittalar enbadhaga shoresh mudivu saithar.",ta
1989 oodum (Odum) enbavar nagarangal unavu urpatthiyil eedupaduvadhu illai enbadhaal avai iyarkai matrum seigai pannapadum soozhalgalil thangiyulla oottunnigal ena varnithaar.,ta
"antha jaminthaarin magan (Seeman) thiraipadam edukkum idathirku vanthu, mottaiyadikkum kaatchi thanathu thanthaiyin peyarai keduthuvidum enavae athai edukka koodathu ena thadukkiraan.",ta
"Dizoniyam uppukkal perumpaalum arai veppanilaiyin aruge nilaththanmaiyattravai yenbathaal, aso inaippu vinaigal pothuvaaga panikkattiyin veppanilaikku arugil nadaththappaduginrana.",ta
"Pinnar ulla yerisodaa nirappapatta kuzhaaigalil yenjiyirikkkum corbon di oxide, kanthagam,mattrum neer aagiyana vaayu otaththil irundhu neekappadukindrana.",ta
Ithu oru nirnayikkakoodiya oru pirivaagum.,ta
"Yenave, inthap pakka paguthiyil kattin eerappatham kuraivu , sooriya oli athigam (kizhakku thisaiyaaga irukkalaam).",ta
Perunpaalaana vazhukkal kanini vadivamaippilo allathu moolaniralelo manithargal seyyum thavarugallal yerpadubavai.,ta
"leek pottigalin mudivil golkththaa, govaa, thilli, sennai aagiya anigal araiyiruthikkuth thaguthi perrana.",ta
"adartthiyaana valimandalatthai kondullathaaga ariyappadum oreyoru iyarkkaith thunaikkol ithuvaagum, melum boomiyaith thavira merparappil nilaiyaana neerma parappugal ullatharkaana aathaarangal ulla ore thunaikkol Titan aagum.",ta
Coimbatore maavattam poluvaambatti endra edathil pallavar kaalathai serndha suduman sirpangal kidaithullana.,ta
Urpaththith thurai,ta
"Ithanal miguntha kavalaiyuttra avarathu thanthai Isanaaki kagu- tsoosiyin thalaiyai koythu, avarathu udalaithan vaalaal yettu thundugalaaga vettinaar.",ta
aanaal ippozhudhu than iyarkai amaippai izhandhu arai iyarkai kaadugalaaga kaanapadugindrana.,ta
veettuk kadhavin padiyaith thaandi varuvadhe kedu - endra vithi udaitthup padikka venum puthiyadhor naadu!,ta
velaan payirchigal mattrum pudhiya tholilnutpangal kuriththa arivurai vazhanguthal,ta
"ikalathil kirthavargal thangalin veedukalaiyum aalayangkalaiyum christmas maram, christmas kudil, bethlageumin vinmeenai kurikka attai vinmeen muthaliyavaikalaikkondu alangarippar.",ta
Thamizhnaadu isai mattrum nunkalaigal palkalaikkazhagaththim inaiyathalam,ta
"Aaru vayathirkutpatta kuzhanthaikaalin ennikkai 86,292 aaga ullathu.",ta
poi pesaathu iruthal.,ta
patthaam vaguppu varai metric paadatthilum melnilaikkalviyil thamizhaga arasin paadatthittatthaiyum pinpatrugirathu.,ta
Naattiyam piranthathu naadaka vaakaiyae.,ta
lakshmi poojai yenbathu annai mahalakshmiyin paripoorana arulaipera seyyappadum oru vazhipaadaagum.,ta
Ithanai palkeriya kaalpanthu ondriyam mellaanmai seigirathu.,ta
UNESCOvinaal nirvagikkapadum ulaga parambariya kalangalil miga athigamana kalangal kanapaduvathu Italyyagum.,ta
irandu mani neram nadandha ikkalavaram nalliravukkup pin mudivukku vandhadhu.,ta
Marangalilirundu perappadum ithara porutkal sila nerangalil karpooram yenth thavaraaga virkappadukindrana.,ta
thamizhar pulamai marapu: yetramum irakkamum - peraasiriyar Ki.Nachimutthu.,ta
Narkarunai pezhaiyilirundhu ithu alavilum payanpaattilum verupattathaagum.,ta
Kaaronam enra sollaik kondu pala koyilgal thamizhnaattil kaanappaduginrana.,ta
ivatril oru sila aayirangalilaana irattai natchatthirangalukku mattume sutru vattap paadhaikal ariyappattullana.,ta
1936-il sathiyamurthi pirathesa congressin thalaivaraanabothu kamarasarai seyallalaraga aakinaar.,ta
oodum nadhiyin oosai paagam-1,ta
Appamaay veengiyathu iyan meniye,ta
nanbargal thangalin thanippatta viruppu veruppugalai maranthu oruvarai oruvar anusaritthuch chelvaargal.,ta
eerapathan samanaakkapatta koopa sigaarkalukeyana arai.,ta
"duraiyin iyakathil velivanda iththiraipadathil prabhu, menaga matrum palar nadithirunthanar.",ta
"suttupathai thisaivega thisaiyaan enbathu oru Cadridge thisaiyanaagum, ithu achsuttrupathaiyil (oppusattathai sarnthu) apporulin thisaivegathai varaiyarukkum.",ta
kombulla kaalnadai (picora) enbadhu kulambulla vilangugalin pirivil varum varisaigalil or ulvarisaip pirivu.,ta
Ithu ovvoru porulin ovvoru karuththiyal amaippum mattroru (surukkam allathu concreate) kattamaippirkku isomaarbikaaga irukkum.,ta
mangalamaana yogam enach chothida noolgal kurippidum yogangalum ithuvum ondru.,ta
oarppu enbathu oru porulai aaraainthu unarthal enbathaagum,ta
Inthira yojna aavaas thittaththinkeezh alikkappatta thoguppu veedugalai kattum pani payanaaligalukkke kodukkappattathu.,ta
"aayirakkanakkaana varudangalaaga manitha inam kaattriyakka visaigalai paymarappadagu, kattraalai pondravattrai iyakkuvathrku payanpadiththivanthullathu.",ta
1951 ill aallavandharrudan thodarbhu vaithirundha thevagi pinn avarai vittu villagi B.,ta
Ivarathu pira nankodaigal mattrum niruvanagal:,ta
otrai kuzhiyangal koruthi thoguthiyil ondru mudal mundru natkalukku irundha pinnar thinkuzhiyangalaga alladhu killai piriyum kalangalaga mattrammuttru izhaiyangaluikkul paravum.,ta
Ivarudaiya thiraippadangal perumbaalum naavalgal alladhu sirukadhaigalaith thazhuvi edukkappattavaiyaaga irukkum.,ta
neer pettagathai siruvanin petroridam kondu senru thasarathan than magan alla enru kooda ariyathu neerai petranar avanin petror.,ta
kuzhanthaiyin mazhazai pondra en paadalai potriyin.,ta
"nadullumandra vakeduippil 549iku 327 vakkugal perru, gul baghadhur guruingait thorkadithu kudiarasu thalaivaraga thervanar.",ta
"podhuvaaga, yerkanave irukkum vaarppurukkallukku ugandhadhaaga ulla ulleedugalaip pettru adhan adippadaiyil thodakka nilaiyil oppeettu vazhimurai seyalpadugiradhu.",ta
"tamil yeluthaalarana avar, aangilathilum ethutha vallavaraga irunthaar.",ta
ichsambavam satcharavulla arasiyal vidayamaaga needithathu.,ta
"itthiraipadam Hongkong, America, Japan, Norway pondra naadukallil padapidippu nadaipetradu.",ta
Saisathuraththin iru moolaivittangalum yethir yethir konangalai irusamakkooraakkugirathu.,ta
nool munru aasiriyapaval aagum.,ta
melum aasiyavai kadavulin parisagavum karuthinaar.,ta
aanaal andha aattam or iravaadha pugazh pettra aattam endrum oppumai koora mudiyaadha oru paarampariya aattam endrum kaasupparo kurippittullaar !,ta
